id,type,text1,text2,text3,text4,text5,notes
uaf_fw_oboe_class_i,WEAPON,"The 'Kinetic Cluster Medium Range' is one of twin sub variants of the experimental evolution of the standard missile, capable of dispersing into multiple kinetic sub-missiles upon reaching ideal distance towards the enemy.",Fighter Weaponry,,,,
uaf_fw_clarinet_class_i,WEAPON,"The 'High Explosive Cluster Medium Range' is one of two sub variants of the experimental evolution of the standard missile, capable of dispersing into multiple high explosive sub-missiles upon reaching ideal distance towards the enemy.",Fighter Weaponry,,,,
,,,,,,,
uaf_fw_asmr_class_i,WEAPON,"The 'Anti-Ship Medium Range' standard guided missile is strikecraft variant of the ship-based Clemente missile that relies on information provided by data-link from the spacecraft for guidance. Once target acquired, it becomes self-guided and continue to pursue until impact.",Strike Fighter Weaponry,,,,
uaf_fw_asmr_class_ii,WEAPON,"The 'Anti-Ship Medium Range Class II' is the next evolution of the standard guided missile found on smaller spacecrafts. This particular type is twice as large, guided and carries heavier payload of fragmentation warhead.",Strike Fighter Weaponry,,,,
uaf_fw_minibreve,WEAPON,The Minibreve is a legendary guided cruise missile armed with a tactical nuclear warhead that can completely tear through the enemy defenses and annihilate them with a single blow. Proves to be devastating when used in numbers or coordination with other friendly wings. ,Strike Fighter Weaponry,,,,
uaf_fw_awp_class_i,WEAPON,The 'Advanced Weapon Package' is a summarized acronym for a new armored ballistic missile type made for the Rafflesya. Allowing the super-heavy bomber to release its payload from far greater range without the need to expose itself to enemy fire.,Strike Fighter Weaponry,,,,
uaf_fw_awp_class_i_revamped,WEAPON,The 'Advanced Weapon Package' is a summarized acronym for a new armored ballistic missile type made for the Rafflesya. Allowing the super-heavy bomber to release its payload from far greater range without the need to expose itself to enemy fire.,Strike Fighter Weaponry,,,,
uaf_lion_roar,WEAPON,"A torpedo launcher capable of firing the experimental Lion's Roar nuclear torpedo. Its unique delayed fuse armored warhead design makes it a remarkably sturdy and fast torpedo capable of bouncing into the target's formation before exploding within in two separate phases, implosion and explosion.",WMD,,,,
,,,,,,,
#SHIPS,,,,,,,
uaf_nakiha,SHIP,"There are no Auroran military personnel who do not believe the Nakiha is an exceptional design. Entering its fourth generation, Nakiha-class frigates form the backbone of the Auroran naval forces, largely because of its capability to perform multiple roles, whether that be screening for larger ships, or forming fast response patrols. Some brave captains have even destroyed much larger capital ships by taking advantage of its maneuverability and torpedo armaments.

Its ability to enter and leave, or even land and take off from within a planet’s atmosphere without assistance from mass driver runways has also played into the ship’s longevity in the Auroran Navy. This functionality played a crucial role during the Battle for Aurora, in which they were simultaneously deployed in conflicts from high orbit to stratosphere and every altitude in between. This nimble and versatile warship should never be underestimated by its foe, as it may hold a couple of reserve surprises specifically for the oblivious.",,,,,
uaf_ai_nakiha,SHIP,"There are no Auroran military personnel who do not believe the Nakiha is an exceptional design. Entering its fourth generation, Nakiha-class frigates form the backbone of the Auroran naval forces, largely because of its capability to perform multiple roles, whether that be screening for larger ships, or forming fast response patrols. Some brave captains have even destroyed much larger capital ships by taking advantage of its maneuverability and torpedo armaments.

Its ability to enter and leave, or even land and take off from within a planet’s atmosphere without assistance from mass driver runways has also played into the ship’s longevity in the Auroran Navy. This functionality played a crucial role during the Battle for Aurora, in which they were simultaneously deployed in conflicts from high orbit to stratosphere and every altitude in between. This nimble and versatile warship should never be underestimated by its foe, as it may hold a couple of reserve surprises specifically for the oblivious.

This ship has been retrofitted and heavily modified to meet the specifications required by the Auroran Automata Expeditionary Division. It's equipped with the latest avionics, prototype upgrades and additional external missile racks are installed to the side of the engines, armed with Clemente anti-ship missiles. Allowing it to outperform its predecessors while also a boasting lower sensor profile, thanks to the stealth technology behind its durable and unique AED coating.",,,,,
uaf_m_nakiha,SHIP,"There are no Auroran military personnel who do not believe the Nakiha is an exceptional design. Entering its fourth generation, Nakiha-class frigates are the backbone of the Auroran naval forces, largely because of its capability to enter and leave, or even land and take off from terran-sized planets without assistance from mass driver runways. This functionality played a crucial role in the defense of the homeworld during the Battle for Aurora, in which they were simultaneously deployed in conflicts from high orbit to stratosphere and every altitude in between. This nimble and versatile warship should never be underestimated by its foe, as it may hold a couple of reserve surprises specifically for the oblivious.

Additional armor plates are installed on critical part of the ship to improve its survivability.

This ship was given up-to-date military-grade upgrades and a unique camouflage pattern belonging to the Auroran Royal Navy's November Fleet, personally led by the Aeria Charlotte herself. Additional armor plating and durable protective coating were installed to enhance the survivability of this ship; albeit at the cost of slightly lowered maneuverability and speed due to additional weight.",,,,,
,,,,,,,
uaf_m_seiichi,SHIP,"Seiichi is a class of destroyer designed and built by the former Ceyaian Space Engineering Bureau No. 196, now merged into a multi-national coalition of manufacturing companies under the leadership of a corporation known as Armok Industries and Manufacturing. For a long time, they served as the workhorse of the Auroran Navy, all the way up to the Battle of Aurora before being ultimately phased out by the jack-of-all-trades, the Nakiha class Frigate Leader.

With the outbreak of the war, the ship was hastily brought back into service in order to fill in the desperately needed role as a heavy hitter - something the first generation frigates were not capable of due to their lightweight design. Its heavy armor and armament proved to be invaluable as they allowed her to engage and stay in the fight much longer alongside the battlecruisers. By the time the navy gathered enough experience to introduce second generation ships, however, the outdated Seiichi had begun to show its age and has been relegated to support roles to this day.

This ship was given up-to-date military-grade upgrades and a unique camouflage pattern belonging to the Auroran Royal Navy's November Fleet which is led personally by the Queen of Yuria herself. Additional armor plating and durable protective coating were installed to enhance the survivability of this ship; albeit at the cost of slightly lowered maneuverability and speed due to additional weight.",,,,,
uaf_m_seiichi_kai,SHIP,"Seiichi is a class of destroyer designed and built by the former Ceyaian Space Engineering Bureau No. 196, now merged into a multi-national coalition of manufacturing companies under the leadership of a corporation known as Armok Industries and Manufacturing. For a long time, they served as the workhorse of the Auroran Navy, all the way up to the Battle of Aurora before being ultimately phased out by the jack-of-all-trades, the Nakiha class Frigate Leader.

In order to save time and funds on the development of a new heavy destroyer, AIM opted to update the Seiichi design. The new Seiichi-Kai was much larger than the original, barely qualifying as a destroyer. In addition to heavier armor and firepower, it also received a unique command suite capable of communicating with both modern Auroran ships and the more outdated systems found on the older Seiichi models. As a result, a Kai is often deployed to act as a command ship for Seiichi squadrons, improving their efficiency on the battlefield, despite their age.

This ship was given up-to-date military-grade upgrades and a unique camouflage pattern belonging to the Auroran Royal Navy's November Fleet which is led personally by the Queen of Yuria herself. Additional armor plating and durable protective coating were installed to enhance the survivability of this ship; albeit at the cost of slightly lowered maneuverability and speed due to additional weight.",,,,,
uaf_ai_vaharagiri,SHIP,"While the introduction of the ever-popular Nakiha-class Frigate Leaders have carried the Auroran Navy since their introduction, their time in the Persean Sector has made it obvious to the Auroran Navy that destroyers still have a place even in space warfare, a class that has been largely ignored in favor of the maneuverability of frigates or the heavier firepower of cruisers and capitals. This has left a gap in the Auroran lineup that helps bring the two sides together, light enough to maintain its maneuverability, but heavy enough to bring cruisers to heel. The Vaharagiri was their answer to a popular demand for a hybrid support ship.

She is actually a major modification of another prototype destroyer, the Super Nakiha as she borrows several features from her which resulted in more power and increased operating range. The main difference between the Vaharagiri and the rest of the upcoming destroyer series are her main weapon mounts which can support all kinds of weaponry as a future-proof design. However, such advanced features consumed most of the internal space and added a ton of weight upon the hull. This was made possible only due to major compromises in terms of armor protection and overall structural integrity which should be manageable, so long as its captain makes good use of its shields.

This ship has been retrofitted and heavily modified to meet the specifications required by the Auroran Automata Expeditionary Division. It's equipped with the latest avionics and prototype upgrades, allowing it to outperform its predecessors while also a boasting lower sensor profile, thanks to the stealth technology behind its durable and unique AED coating.",,,,,
