id,trigger,conditions,script,text,options,notes
UAFTiltedDaggerPartOneWreckageOpenDialog,OpenInteractionDialog,"$tag:uaf_zepporia_wreck score:1000
SalvageGenFromSeed
$global.UAFTiltedDaggerPart1ProceedToWreckage
!$global.UAFTiltedDaggerPartOneWreckageInteraction
!HostileFleetNearbyAndAware","ShowDefaultVisual
FireBest SalvageCheckHostile
FireAll UAFTiltedDaggerResolutionWreckageOptions",,,
,,,,,,
UAFTiltedDaggerPartOneWreckageOptionsAmbushDead,UAFTiltedDaggerResolutionWreckageOptions,"$tag:uaf_zepporia_wreck score:1000
$global.UAFTiltedDaggerPart1ProceedToWreckage
$player.UAFTiltedDaggerPartOnePirateFleetAmbushWon
!$global.UAFTiltedDaggerPartOneWreckageInteraction","AddText ""You arrive at the coordinates given to you by Yimie, only to find that the Resolution is already being broken apart by pirate salvagers! While any hope of finding survivors has been dashed, you wonder if there might be anything else you can find in the wreck.""

SetShortcut UAFTiltedDaggerPartOne_WreckageOptionDismiss ""ESCAPE""",,"0:UAFTiltedDaggerPartOne_WreckageOptionMoveCloser:Approach the wreckage again
1:UAFTiltedDaggerPartOne_WreckageOptionDismiss:Leave for now",
UAFTiltedDaggerPartOneWreckageAltOptionsMaraudersStillAlive,UAFTiltedDaggerResolutionWreckageOptions,"$tag:uaf_zepporia_wreck score:1000
$global.UAFTiltedDaggerPart1ProceedToWreckage
!$global.UAFTiltedDaggerPartOnePirateAcceptedNegotiation
!$player.UAFTiltedDaggerPartOnePirateFleetAmbushWon
$global.UAFTiltedDaggerPartOne_EntiarisMarauderFleetAlive
!$global.UAFTiltedDaggerPartOneWreckageInteraction","AddText ""You arrive at the coordinates given to you by Yimie, only to find that the Resolution is already being broken apart by pirate salvagers! While any hope of finding survivors has been dashed, you wonder if there might be anything else you can find in the wreck.""

SetShortcut UAFTiltedDaggerPartOne_WreckageOptionDismiss ""ESCAPE""",,"0:UAFTiltedDaggerPartOne_WreckageOptionMoveCloser:Move closer to the wreckage
1:UAFTiltedDaggerPartOne_WreckageOptionDismiss:Leave for now",
UAFTiltedDaggerPartOneWreckageDefeatedMaraudersDead,UAFTiltedDaggerResolutionWreckageOptions,"$tag:uaf_zepporia_wreck score:1000
$global.UAFTiltedDaggerPart1ProceedToWreckage
!$global.UAFTiltedDaggerPartOnePirateAcceptedNegotiation
!$global.UAFTiltedDaggerPartOne_EntiarisMarauderFleetAlive
!$global.UAFTiltedDaggerPartOneWreckageInteraction","AddText ""You arrive at the coordinates given to you by Yimie, only to find that the Resolution is already being broken apart by pirate salvagers! While any hope of finding survivors has been dashed, you wonder if there might be anything else you can find in the wreck.""

SetShortcut UAFTiltedDaggerPartOne_WreckageOptionDismiss ""ESCAPE""",,"0:UAFTiltedDaggerPartOne_WreckageOptionMoveCloser:Proceed with the investigation
1:UAFTiltedDaggerPartOne_WreckageOptionDismiss:Leave for now",
UAFTiltedDaggerPartOneWreckagePirateAcceptedNegotations,UAFTiltedDaggerResolutionWreckageOptions,"$tag:uaf_zepporia_wreck score:2000
$global.UAFTiltedDaggerPart1ProceedToWreckage
$global.UAFTiltedDaggerPartOnePirateAcceptedNegotiation
!$global.UAFTiltedDaggerPartOneWreckageInteraction","AddText ""You arrive at the coordinates given to you by Yimie, only to find that the Resolution is already being broken apart by pirate salvagers! While any hope of finding survivors has been dashed, you wonder if there might be anything else you can find in the wreck.""

SetShortcut UAFTiltedDaggerPartOne_WreckageOptionDismiss ""ESCAPE""",,"0:UAFTiltedDaggerPartOne_WreckageOptionMoveCloser:Proceed with the investigation
1:UAFTiltedDaggerPartOne_WreckageOptionDismiss:Leave for now",
,,,,,,
#Aboard UAFS Resolution,,,,,,
UAFTiltedDaggerPartOneWreckageOptionsBoardDecider,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageOptionMoveCloser,,"As your fleet move closer to the wreckage, your bridge comms warned you that there might be trap surrounding the wreckage. With that in mind you decided to proceed.",UAFTiltedDaggerPartOne_WreckageOptionMoveIn:Continue,
UAFTiltedDaggerPartOneWreckageOptionsBoardDeciderAlt,DialogOptionSelected,"$option == UAFTiltedDaggerPartOne_WreckageOptionMoveCloser
$player.UAFTiltedDaggerPartOnePirateFleetAmbushWon",,"Having the ambush pirate fleet eliminated, your fleet closes its distance to the wreckage once more.",UAFTiltedDaggerPartOne_WreckageOptionMoveIn:Continue,
UAFTiltedDaggerPartOneWreckageOptionsBoardDeciderNegotiated,DialogOptionSelected,"$option == UAFTiltedDaggerPartOne_WreckageOptionMoveCloser
$global.UAFTiltedDaggerPartOnePirateAcceptedNegotiation",,"With no more distractions and possible danger, your own salvagers readies themselves.",UAFTiltedDaggerPartOne_WreckageOptionMoveIn:Continue,
UAFTiltedDaggerPartOneWreckageOptionsBoardNoEncounter,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageOptionMoveIn,,"You are about to prepare a shuttle towards the wreckage.

You assembled the boarding team who will go with you. After several equipment checks, you board the shuttle and carefully fly towards the UAFS Resolution.",UAFTiltedDaggerPartOne_WreckageOptionBoarding:Search the Resolution,
UAFTiltedDaggerPartOneWreckageOptionsBoardEncounter,DialogOptionSelected,"$option == UAFTiltedDaggerPartOne_WreckageOptionMoveIn
!$player.UAFTiltedDaggerPartOnePirateFleetAmbushWon
!$global.UAFTiltedDaggerPartOnePirateAcceptedNegotiation
$global.UAFTiltedDaggerPartOne_EntiarisMarauderFleetAlive
UAFVN Random 70 100",UAFTiltedDaggerPartOneWreckageCMD smallFleet,"You are about to prepare a shuttle towards the wreckage, however, your communications officer detected multiple signatures from the nearby debris field. It appears that the pirates set up sensor trap and one of your ships tripped it.

Before you can decide your next action, the pirate fleet darts in your direction.",,
UAFTiltedDaggerPartOneWreckageOptionsBoardNoEncounterAndMarauderDefeated,DialogOptionSelected,"$option == UAFTiltedDaggerPartOne_WreckageOptionMoveIn
!$global.UAFTiltedDaggerPartOne_EntiarisMarauderFleetAlive",,"You assembled the boarding team who will go with you. After several equipment checks, you board the shuttle and carefully fly towards the UAFS Resolution.",UAFTiltedDaggerPartOne_WreckageOptionBoarding:Search the Resolution,
,,,,,,
UAFTiltedDaggerPartOneWreckageOptionsCancel,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageOptionDismiss,"ShowDefaultVisual
DismissDialog",,,
,,,,,,
UAFTiltedDaggerPartOneWreckageOptionsBoardInside,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageOptionBoarding,,"As you and your teams thoroughly comb the ship, they report back several objects of note. First of all, several of the reported prototype aircraft are missing. Pirates would have likely stripped all of them at once, so it's likely they were used to escape the ship. The next was the locked room. This was, undoubtedly, the ship’s armory. However, there were signs that it had been opened very recently. Pirates are not known for tidiness, and would have left the hatch open after raiding it. Which can only mean that someone was inside.",UAFTiltedDaggerPartOne_WreckageOptionBoardingCont:Open it,
UAFTiltedDaggerPartOneWreckageOptionsBoardInsideCont,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageOptionBoardingCont,"BeginConversation uaf_mizuki true true
#FireBest UAFTiltedDaggerPartOne_WreckageMizukiOptionCDisableSP
SetStoryOption UAFTiltedDaggerPartOne_WreckageMizukiOptionC 2  UAFTiltedDaggerPartOne_WreckageMizukiOptionC general ""Move swiftly.""
#SetOptionColor UAFTiltedDaggerPartOne_WreckageMizukiOptionC ""159,233,125,255""","Your security team rallies behind you as your salvagers get to work cutting the lock. As soon as the door comes off, several gunshots ring out, ricocheting about the room. Through the ringing of your ears, you hear a voice.

""Nobody move!"" a panicked woman yells out. ""Anyone comes any closer and I’ll space everyone here!"" You can make out the faint noise of a pin being pulled. She hasn’t let go of the fuse yet, but your crew is confident they can seal the compartment before the grenade can blow.","0:UAFTiltedDaggerPartOne_WreckageMizukiOptionA:""Commander Thompson sent us.""
1:UAFTiltedDaggerPartOne_WreckageMizukiOptionB:""Just drop the grenade and we'll talk.""
2:UAFTiltedDaggerPartOne_WreckageMizukiOptionC:Rush in and take her by surprise",
#UAFTiltedDaggerPartOneWreckageMizukiOptionCDisableSPIfNeeded,UAFTiltedDaggerPartOne_WreckageMizukiOptionCDisableSP,!UAFPlayerFleet checkStoryPoint 2,"SetTooltip UAFTiltedDaggerPartOne_WreckageMizukiOptionC ""Not enough story points.""
SetEnabled UAFTiltedDaggerPartOne_WreckageMizukiOptionC false",,,
,,,,,,
UAFTiltedDaggerPartOneWreckageMizukiOptionA,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageMizukiOptionA,,"The woman scoffs. ""That wallflower sent you? Yeah and I'm the Queen of Yuria. Come in and die, if you dare."" She says evenly. It seems like she thinks you’re one of the pirates.","0:UAFTiltedDaggerPartOne_WreckageMizukiOptionA1:""She came to Lunamun chasing Captain Mizuki, now the MPs are searching for her for treason.""
1:UAFTiltedDaggerPartOne_WreckageMizukiOptionB:""Just drop the grenade and we'll talk.""",
UAFTiltedDaggerPartOneWreckageMizukiOptionACont,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageMizukiOptionA1,,"""She came searching for m- But I’ve been here this entire time! Who told her I-...! That goddamn…"" Some more cursing comes from the woman. ""Just give me a sec."" After another minute of cursing and shuffling, the woman slowly emerges from the armory with her arms raised, hands empty.",UAFTiltedDaggerPartOneWreckageMizukiOptionConverge:You fill her in on why you’re here.,
,,,,,,
#Fail state,,,,,,
UAFTiltedDaggerPartOneWreckageMizukiOptionB,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageMizukiOptionB,"$global.UAFTiltedDaggerPartOneWreckageInteraction = true
SetTextHighlightColors bad
SetTextHighlights ""a grenade sailing out of the hatch""
UAFModularSFXPlayer ui_uaf_grenade_explosion
RemoveCommodity crew 1","""Hah, alright… sure. What else do I gotta lose?"" Your salvagers prep the door just in case as one of your security team approaches the hatch, gun raised. Right as he crosses the threshold, two gunshots ring out and he drops dead, followed by a grenade sailing out of the hatch. Expecting this, your security detail swiftly hurls the explosive back inside the armory, and your salvagers are barely able to get the door back in place before an explosion rocks the ship.

The vacuum of space seals the armory door in place. Disappointed, you and your teams return to their search, but turn up nothing. A ping on your TriPad shows a system news headline reporting a pilot has been arrested for treason. With no evidence to the contrary or effective eyewitnesses, there is nothing you can do for Yimie.",UAFTiltedDaggerPartOne_WreckageMizukiOptionBCont:Continue,
UAFTiltedDaggerPartOneWreckageMizukiOptionBCont,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageMizukiOptionBCont,"ShowDefaultVisual
$global.UAFTiltedDaggerMission_Failed = true
Call $global.UAFTiltedDaggerMission updateStage","Violence has left and only silence remains. Turns out, the crew who died earlier has several friends in your boarding team. They are trying to hold back their anguish.

You return to your fleet afterwards.",UAFTiltedDaggerPartOne_WreckageMizukiOptionBEnd:Leave,
UAFTiltedDaggerPartOneWreckageMizukiOptionBEnd,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageMizukiOptionBEnd,DismissDialog,,,
,,,,,,
#C - With Story Points and rep up,,,,,,
UAFTiltedDaggerPartOneWreckageMizukiOptionC,DialogOptionSelected,$option == UAFTiltedDaggerPartOne_WreckageMizukiOptionC,"AdjustRepPerson uaf_mizuki COOPERATIVE 5
#UAFVN SpendStoryPoints 2
#PlayCustomSFX SFXStoryPointsSpent","You bolt into the hatch. Surprised, she begins to shift her aim to you as you enter, but you’re already on top of her, pinning her to the floor and grabbing the grenade from her. Your security crew finally comes in behind you, taking the grenade and reinserting the safety pin. ""Ready to talk now?"" You ask evenly.

After giving you a piercing look, she wordlessly nods. You get off of her, allowing her to sit up.",UAFTiltedDaggerPartOneWreckageMizukiOptionConverge:You fill her in on why you’re here.,
,,,,,,
#Convergence - put the fucking countdown timer script here - will last till you rescue Yimie,,,,,,
UAFTiltedDaggerPartOneWreckageMizukiConverge,DialogOptionSelected,$option == UAFTiltedDaggerPartOneWreckageMizukiOptionConverge,"SetTextHighlights ""Mizuki Yamazaki""
UAFTiltedDaggerPartOneWreckageCMD MizukiIntroductionNameReveal","""I am Captain Mizuki Yamazaki, a former Aviation Officer aboard the UAFS Resolution."" She looks at you dead in the eye. ""You're the one in charge here, right? What do you mean that the authorities are looking for Yimie?"" 

You fill in about what transpired in Lunamun. Mizuki curses under her breath. ""And she thinks I'm the saboteur, huh?"" She shakes her head. ""Hate to tell you this but it’s not me. As for my disappearances, it’s because I was investigating them myself. I almost had them, when the ambush occurred. While everyone was in a panic, they got the jump on me. When I woke up, I was already locked in here.""","0:UAFTiltedDaggerPartOneWreckageMizukiOptionConvergeBelieve:Believe her
1:UAFTiltedDaggerPartOneWreckageMizukiOptionConvergeDoubt:Doubt her",
UAFTiltedDaggerPartOneWreckageMizukiConvergeBelieve,DialogOptionSelected,$option == UAFTiltedDaggerPartOneWreckageMizukiOptionConvergeBelieve,"SetTextHighlights ""Nur"" ""You may have to give up this wreck""
AdjustRepPerson uaf_mizuki FRIENDLY 5","As she says this, a ping comes in on your TriPad. Yimie's been cornered. Mizuki smirks. ""Well, regardless of whether you believe me or not, we need to hurry to Nur. The Resolution was homeported there, so that's where her trial will be held, and I'm the only one who can testify that she's not the mole. We can worry about setting things straight afterwards.""

""Just so you know, we are technically in an active crime scene. You may have to give up this wreck when we get back to port just to prove all three of us weren't involved in this mess.""",UAFTiltedDaggerPartOneWreckageMizukiOptionConvergeCont:Continue,
UAFTiltedDaggerPartOneWreckageMizukiConvergeDoubt,DialogOptionSelected,$option == UAFTiltedDaggerPartOneWreckageMizukiOptionConvergeDoubt,"SetTextHighlights ""Nur"" ""You may have to give up this wreck""","As she says this, a ping comes in on your TriPad. Yimie's been cornered. Mizuki smirks. ""Well, regardless of whether you believe me or not, we need to hurry to Nur. The Resolution was homeported there, so that's where her trial will be held, and I'm the only one who can testify that she's not the mole. We can worry about setting things straight afterwards.""

""Just so you know, we are technically in an active crime scene. You may have to give up this wreck when we get back to port just to prove all three of us weren't involved in this mess.""",UAFTiltedDaggerPartOneWreckageMizukiOptionConvergeCont:Continue,
